"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","Latitude","Longitude","NTA_clean","Number_poverty","Percent_poverty","Number_education","Percent_education","Year","Month"
244335706,2022-04-28,21:32:00,"QUEENS",113,"18-24","M","BLACK","18-24","M","BLACK",40.681071,-73.788718,"baisley park",4381,12.9,24210,84.4,2022,4
178565039,2018-04-24,20:38:00,"MANHATTAN",23,"18-24","M","BLACK","<18","M","BLACK",40.7919977870001,-73.949718969,"east harlem",39280,33.2,55490,72.3,2018,4
200272477,2019-07-26,03:35:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER",40.675494798,-73.900651317,"east new york",11090,36.8,22329,79.4,2019,7
167917432,2017-08-09,03:10:00,"BROOKLYN",60,"25-44","M","BLACK","18-24","M","BLACK",40.5912264180001,-73.983705898,"gravesend",6844,23.3,15560,76.2,2017,8
244016643,2022-04-22,01:25:00,"BRONX",52,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.8694704770483,-73.8798608037303,"norwood",11923,29.3,18422,72.3,2022,4
190802851,2018-12-05,18:34:00,"BROOKLYN",71,"<18","M","BLACK","<18","M","BLACK",40.666296501,-73.950837887,"crown heights",16523,16.8,29928,85.1,2018,12
233172873,2021-09-03,19:08:00,"BRONX",43,"25-44","M","BLACK HISPANIC","25-44","M","BLACK",40.835009184,-73.8546988809999,"parkchester",5492,18,17084,81.5,2021,9
186418717,2018-08-14,20:51:00,"MANHATTAN",23,"<18","M","BLACK","18-24","M","BLACK",40.797798175,-73.947507131,"east harlem",35961,32.9,33248,78.5,2018,8
235765524,2021-10-30,17:40:00,"BROOKLYN",83,"<18","M","ASIAN / PACIFIC ISLANDER","25-44","M","WHITE HISPANIC",40.701047309,-73.9201028259999,"bushwick",39826,29.3,54679,62.6,2021,10
271656067,2023-07-20,08:00:00,"BROOKLYN",81,"45-64","M","BLACK","25-44","M","BLACK",40.689924,-73.937928,"bedford stuyvesant",42455,32.8,61508,75.9,2023,7
194570529,2019-03-11,16:30:00,"BROOKLYN",81,"18-24","M","BLACK","25-44","M","BLACK",40.6875655630001,-73.9389519759999,"bedford stuyvesant",23143,26,58841,75.2,2019,3
251475266,2022-09-22,16:30:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.797621,-73.934223,"east harlem",34617,31.1,62542,74.3,2022,9
262696073,2023-01-29,17:00:00,"MANHATTAN",23,"18-24","M","BLACK","<18","M","BLACK",40.78845,-73.939372,"east harlem",20588,32.3,63398,73.8,2023,1
262145575,2023-01-18,16:49:00,"QUEENS",105,"<18","M","BLACK","<18","F","BLACK",40.696395,-73.744911,"st albans",4325,8.6,31601,87.7,2023,1
220870735,2020-11-22,23:15:00,"BROOKLYN",79,"<18","M","BLACK","18-24","M","BLACK",40.6803340050001,-73.938424772,"bedford stuyvesant",44896,31.7,62445,75.9,2020,11
263290678,2023-02-08,14:02:00,"BROOKLYN",90,"<18","M","BLACK","25-44","M","BLACK",40.7039358,-73.93479149,"east williamsburg",7488,22.6,22686,80.4,2023,2
274396068,2023-09-13,10:03:00,"MANHATTAN",25,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",40.799414,-73.937472,"east harlem",38948,33.1,51889,70.7,2023,9
184396809,2018-06-23,03:42:00,"QUEENS",103,"18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.697843409,-73.806103924,"jamaica",48131,16,118287,78.8,2018,6
164781320,2017-05-14,12:41:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER",40.6722342630001,-73.880333921,"east new york",11298,38.4,42057,78,2017,5
243566417,2022-04-12,08:26:00,"BROOKLYN",72,"45-64","M","BLACK","<18","M","ASIAN / PACIFIC ISLANDER",40.6581577535544,-74.0004411548878,"sunset park",35834,24.9,15796,51.6,2022,4
231941626,2021-08-06,20:12:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.798500915,-73.9459401889999,"east harlem",34909,32.4,57796,73.5,2021,8
205177554,2019-11-14,00:12:00,"MANHATTAN",25,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.8092586220001,-73.93614666,"east harlem",38489,32.8,55490,72.3,2019,11
183610025,2018-06-07,22:35:00,"BROOKLYN",70,"18-24","M","WHITE HISPANIC","18-24","M","ASIAN / PACIFIC ISLANDER",40.6493717430001,-73.96087432,"flatbush",33914,21.5,88044,82.6,2018,6
272458923,2023-08-06,06:40:00,"BRONX",45,"25-44","M","BLACK","45-64","M","BLACK",40.844613,-73.815241,"pelham bay country club city island",2747,10.3,17461,85.5,2023,8
238532487,2022-01-01,05:45:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.794086,-73.936809,"east harlem",20588,32.3,57115,73.7,2022,1
242393706,2022-03-20,16:00:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.6713598203364,-73.8818110231735,"east new york",11453,39,81729,74.4,2022,3
220870735,2020-11-22,23:15:00,"BROOKLYN",79,"<18","M","BLACK","18-24","M","BLACK",40.6803340050001,-73.938424772,"bedford stuyvesant",39997,26.9,53859,87,2020,11
271656067,2023-07-20,08:00:00,"BROOKLYN",81,"45-64","M","BLACK","25-44","F","WHITE HISPANIC",40.689924,-73.937928,"bedford stuyvesant",44896,31.7,65086,76.7,2023,7
239555390,2022-01-23,03:26:00,"BROOKLYN",75,"18-24","M","BLACK","25-44","M","BLACK",40.6713598203364,-73.8818110231735,"east new york",30471,33.3,15211,80,2022,1
200331333,2019-07-27,22:53:00,"BROOKLYN",73,"18-24","M","BLACK","25-44","M","BLACK",40.6572366130001,-73.900757798,"brownsville",43833,36.7,26973,72.3,2019,7
225297069,2021-03-07,21:17:00,"BROOKLYN",71,"25-44","M","BLACK","25-44","M","WHITE",40.657351503,-73.958402376,"prospect lefferts gardens wingate",16032,23.4,43877,88,2021,3
189136470,2018-10-23,20:10:00,"MANHATTAN",25,"<18","M","BLACK","18-24","M","BLACK",40.798279898,-73.932770019,"east harlem",38624,34.3,62788,74.3,2018,10
265681415,2023-03-25,14:07:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.66922726,-73.89619649,"east new york",28632,32.1,101089,81,2023,3
270274907,2023-06-22,00:00:00,"MANHATTAN",34,"<18","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.855233,-73.929406,"washington heights",16158,19.9,124574,69.1,2023,6
223505103,2021-01-22,22:00:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.656001766,-73.904356504,"brownsville",24010,43.1,26816,72.5,2021,1
250897908,2022-09-10,14:35:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",40.67271591,-73.89031495,"east new york",51618,27.3,81729,74.4,2022,9
166413154,2017-06-25,02:02:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.7919977870001,-73.949718969,"east harlem",34909,32.4,32600,74.6,2017,6
230448647,2021-07-04,04:17:00,"BRONX",42,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",40.8335617000001,-73.891138941,"crotona park east",8383,42,5818,55.3,2021,7
233172873,2021-09-03,19:08:00,"BRONX",43,"25-44","M","BLACK HISPANIC","25-44","M","BLACK",40.835009184,-73.8546988809999,"parkchester",5348,17.4,17895,81.7,2021,9
195013387,2019-03-21,18:20:00,"BRONX",40,"18-24","M","WHITE HISPANIC","<18","M","BLACK",40.8142877600001,-73.923645237,"mott haven port morris",24765,45.4,20979,62,2019,3
250279879,2022-08-28,05:12:00,"BROOKLYN",75,"25-44","F","BLACK","25-44","F","BLACK",40.673916,-73.899768,"east new york",61579,33.4,22329,79.4,2022,8
272815861,2023-08-12,20:18:00,"BRONX",46,"<18","M","BLACK HISPANIC","<18","M","BLACK",40.854422,-73.905587,"mount hope",15790,34.2,20582,63.7,2023,8
267857368,2023-05-07,01:10:00,"BROOKLYN",83,"25-44","M","BLACK","45-64","M","BLACK",40.698045,-73.914838,"bushwick",40260,29.2,65838,74.8,2023,5
220154693,2020-11-05,14:44:00,"BROOKLYN",71,"25-44","M","BLACK","25-44","M","BLACK",40.6631992800001,-73.937265759,"prospect lefferts gardens wingate",15080,22.2,38495,81.1,2020,11
238039334,2021-12-18,12:30:00,"MANHATTAN",23,"18-24","M","BLACK","45-64","M","BLACK",40.7899899440001,-73.946882433,"east harlem",36803,31.2,55490,72.3,2021,12
243566417,2022-04-12,08:26:00,"BROOKLYN",72,"45-64","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER",40.6581577535544,-74.0004411548878,"sunset park",42375,28.6,47975,56.8,2022,4
185671671,2018-07-26,18:34:00,"BROOKLYN",83,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",40.6959783340001,-73.913361632,"bushwick",12248,23.3,30767,76.6,2018,7
199900181,2019-07-17,07:33:00,"MANHATTAN",25,"18-24","M","BLACK","18-24","M","BLACK",40.8066172090001,-73.9367659819999,"east harlem",34873,29.5,56672,72.3,2019,7
221766734,2020-12-11,15:02:00,"BROOKLYN",83,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.7030329950001,-73.925765992,"bushwick",38525,28.6,61859,69.3,2020,12
246158039,2022-06-05,21:55:00,"BROOKLYN",77,"25-44","M","BLACK","18-24","F","BLACK",40.669355,-73.924018,"crown heights",16062,16.9,61850,86.6,2022,6
221426272,2020-12-04,05:25:00,"BRONX",47,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",40.8909454280001,-73.845764921,"eastchester edenwald baychester",6551,17.3,17990,79.4,2020,12
169454926,2017-09-17,01:55:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.7072261980001,-73.797704,"jamaica",9119,16.5,175827,81.4,2017,9
269307857,2023-06-04,00:20:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",NA,NA,"east new york",56000,29.8,11474,68.8,2023,6
236837324,2021-11-21,21:15:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.6939952320001,-73.94168314,"bedford stuyvesant",41406,24.4,62445,75.9,2021,11
199742305,2019-07-13,00:43:00,"MANHATTAN",23,"25-44","M","BLACK","45-64","M","BLACK",40.7888442490001,-73.946176442,"east harlem",35961,30.2,55900,72.6,2019,7
215485984,2020-07-18,16:00:00,"BROOKLYN",69,"25-44","M","BLACK","25-44","M","BLACK",40.640133405,-73.895223017,"canarsie",13198,15.2,48145,83.7,2020,7
201851567,2019-08-31,06:05:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.6451858890001,-74.006661142,"sunset park",35878,28.4,25020,70.4,2019,8
262696073,2023-01-29,17:00:00,"MANHATTAN",23,"<18","M","BLACK","<18","M","BLACK",40.78845,-73.939372,"east harlem",36569,31.5,61978,74.6,2023,1
197700946,2019-05-28,01:50:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.7970890990001,-73.9427503859999,"east harlem",38002,32.5,58564,73.1,2019,5
187823544,2018-09-19,10:26:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.667695343,-73.8958073919999,"east new york",11453,39,88907,76.1,2018,9
273816262,2023-09-02,02:40:00,"BRONX",46,"45-64","M","BLACK","25-44","M","BLACK",40.848435,-73.911826,"university heights morris heights",23106,42.7,22412,67.7,2023,9
170955518,2017-10-27,19:51:00,"QUEENS",103,"25-44","M","BLACK","18-24","M","BLACK",40.702482133,-73.799922252,"jamaica",12899,24.3,22152,66.2,2017,10
220870734,2020-11-22,17:41:00,"BROOKLYN",81,"25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK",40.6909387210001,-73.929156668,"bedford stuyvesant",44892,32.4,66644,77.3,2020,11
243507199,2022-04-11,16:58:00,"BROOKLYN",69,"18-24","M","BLACK","18-24","F","BLACK",40.636479,-73.919068,"flatlands",7668,10.3,42530,87.6,2022,4
264080895,2023-02-22,08:25:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","F","WHITE HISPANIC",40.811838,-73.935461,"east harlem",38590,34.6,49987,67.8,2023,2
217773055,2020-09-11,23:28:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.6980793020001,-73.945316572,"bedford stuyvesant",44896,31.7,49551,84.8,2020,9
217076772,2020-08-26,14:20:00,"QUEENS",103,"18-24","F","BLACK","18-24","F","BLACK HISPANIC",40.692938537,-73.808458759,"jamaica",43334,15.3,112064,77.9,2020,8
161311803,2017-01-28,10:00:00,"BRONX",46,"25-44","M","BLACK","18-24","F","BLACK",40.8453155720001,-73.9022832539999,"mount hope",20270,38.3,20328,64.6,2017,1
161311803,2017-01-28,10:00:00,"BRONX",46,"25-44","M","BLACK","18-24","M","BLACK",40.8453155720001,-73.9022832539999,"mount hope",20103,38.8,20328,64.6,2017,1
250969310,2022-09-12,22:22:00,"MANHATTAN",9,"18-24","M","BLACK","25-44","M","BLACK HISPANIC",40.72178,-73.978978,"east village",6485,17.2,30234,92.9,2022,9
234208836,2021-09-28,20:40:00,"MANHATTAN",24,"25-44","M","BLACK","25-44","F","BLACK",40.789310287,-73.9738376509999,"upper west side",18511,9.6,99701,93.5,2021,9
260416167,2022-12-22,18:26:00,"MANHATTAN",23,"18-24","M","WHITE HISPANIC","18-24","M","BLACK",40.797008,-73.942802,"east harlem",34873,29.5,55011,69.8,2022,12
273846994,2023-09-03,04:07:00,"BROOKLYN",83,"18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.699245,-73.914143,"bushwick",15164,25.6,57366,65.3,2023,9
252533394,2022-10-13,20:42:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.793778,-73.937034,"east harlem",35406,30.8,58564,73.1,2022,10
169761148,2017-09-26,16:20:00,"MANHATTAN",13,"18-24","M","BLACK HISPANIC","<18","M","WHITE HISPANIC",40.741505788,-73.97973815,"murray hill kips bay",5025,10.4,43977,96.9,2017,9
221346750,2020-12-04,03:30:00,"QUEENS",103,"25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK",40.6978053080001,-73.808140717,"jamaica",29815,12.6,27048,70.6,2020,12
182440990,2018-05-07,16:43:00,"BRONX",40,"18-24","M","BLACK","18-24","M","BLACK",40.809193108,-73.925189726,"mott haven port morris",23508,44.8,20979,62,2018,5
205862274,2019-12-01,21:10:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.690562851,-73.925942143,"bedford stuyvesant",39997,26.9,65086,76.7,2019,12
189046704,2018-10-20,02:14:00,"QUEENS",103,"25-44","M","WHITE HISPANIC","18-24","M","BLACK",40.6962840840001,-73.804359422,"jamaica",9119,16.5,27547,72.2,2018,10
243828714,2022-04-18,18:45:00,"BROOKLYN",73,"45-64","M","BLACK","45-64","M","BLACK",40.66576,-73.908802,"brownsville",18139,37.2,23392,72.8,2022,4
200995687,2019-08-11,04:00:00,"QUEENS",113,"18-24","M","BLACK","<18","M","BLACK",40.6884474330001,-73.796123471,"baisley park",5658,14.8,25416,83.5,2019,8
192301917,2019-01-14,11:55:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.6713624450001,-73.886244379,"east new york",10145,35.2,97257,79.6,2019,1
178067387,2018-04-11,20:18:00,"BROOKLYN",68,"25-44","M","WHITE","25-44","M","WHITE",40.6321414760001,-74.0215573579999,"bay ridge",11774,14.9,51312,85.3,2018,4
214948384,2020-07-05,17:20:00,"BROOKLYN",73,"18-24","M","BLACK","18-24","M","BLACK",40.6710961540001,-73.906210079,"brownsville",45448,36.8,54540,72.5,2020,7
171509875,2017-11-11,03:05:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.802292703,-73.945281306,"east harlem",20588,32.3,60103,73.3,2017,11
236131899,2021-11-10,10:58:00,"BRONX",47,"25-44","M","BLACK","25-44","M","BLACK",40.878493919,-73.864013046,"williamsbridge olinville",14711,22.4,29659,77.3,2021,11
196315234,2019-04-22,17:20:00,"BROOKLYN",81,"65+","M","BLACK","45-64","M","BLACK",40.6809496180001,-73.918203185,"bedford stuyvesant",44896,31.7,61508,75.9,2019,4
223553538,2021-01-26,09:03:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","F","BLACK",40.794604263,-73.9478141499999,"east harlem",40251,33.8,61738,74.7,2021,1
198760073,2019-06-20,19:02:00,"BROOKLYN",77,"25-44","M","BLACK HISPANIC","<18","M","BLACK",40.6703203600001,-73.9337630329999,"crown heights",16523,16.8,60130,87.1,2019,6
236650847,2021-11-20,15:01:00,"MANHATTAN",25,"<18","M","WHITE HISPANIC","18-24","M","BLACK",40.8013868900001,-73.9327000599999,"east harlem",41871,34.3,59826,75.3,2021,11
260491608,2022-12-23,12:15:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.706592,-73.795606,"jamaica",11740,23.4,28267,70.4,2022,12
251925553,2022-10-02,20:23:00,"BROOKLYN",69,"25-44","M","BLACK","18-24","F","BLACK",40.648786,-73.896717,"canarsie",11479,13,52619,87.6,2022,10
239237446,2022-01-16,09:05:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.643321,-74.010383,"sunset park",43723,29.4,47975,56.8,2022,1
247943478,2022-07-12,01:20:00,"BROOKLYN",73,"<18","M","BLACK","25-44","M","BLACK",40.667381,-73.908225,"brownsville",23811,40,25690,72.8,2022,7
263078583,2023-02-05,14:00:00,"BROOKLYN",72,"45-64","M","WHITE HISPANIC","18-24","M","WHITE",40.645947,-74.009444,"sunset park",8292,16.4,60929,61.8,2023,2
260491608,2022-12-23,12:15:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.706592,-73.795606,"jamaica",42016,15,123246,79.9,2022,12
274886730,2023-09-24,18:50:00,"BRONX",46,"45-64","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC",40.848176,-73.921664,"university heights morris heights",19159,35.9,19767,63.7,2023,9
230885993,2021-07-15,21:55:00,"BROOKLYN",77,"25-44","M","BLACK","25-44","M","BLACK",40.678016222,-73.949733247,"crown heights",16523,16.8,29322,85.6,2021,7
245232406,2022-05-17,22:04:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.697394,-73.951286,"bedford stuyvesant",23143,26,65086,76.7,2022,5
214612429,2020-06-26,01:43:00,"BROOKLYN",79,"18-24","M","BLACK","25-44","M","BLACK",40.6957782540001,-73.9457938049999,"bedford stuyvesant",23143,26,74790,80.7,2020,6
171292987,2017-11-06,19:30:00,"MANHATTAN",25,"25-44","M","BLACK","45-64","M","BLACK",40.802138622,-73.939059334,"east harlem",36311,30.5,34278,78.3,2017,11
267857368,2023-05-07,01:10:00,"BROOKLYN",83,"45-64","M","BLACK","45-64","M","BLACK",40.698045,-73.914838,"bushwick",39530,30.3,63000,72.7,2023,5
220229020,2020-11-07,14:58:00,"BROOKLYN",69,"25-44","M","BLACK","45-64","M","BLACK",40.637950462,-73.896430556,"canarsie",11620,13,52619,87.6,2020,11
236056049,2021-11-08,22:03:00,"QUEENS",103,"18-24","M","BLACK","18-24","M","BLACK",40.7017993910001,-73.808403321,"jamaica",12899,24.3,24059,66.5,2021,11
216692583,2020-08-17,04:10:00,"MANHATTAN",24,"18-24","M","BLACK","25-44","M","BLACK",40.792410562,-73.972428189,"upper west side",18512,9.6,97315,92.9,2020,8
243630080,2022-04-13,23:30:00,"MANHATTAN",25,"25-44","F","WHITE HISPANIC","25-44","F","BLACK",40.795807,-73.937099,"east harlem",15776,28.1,34290,75.9,2022,4
270489848,2023-06-27,12:50:00,"BROOKLYN",73,"<18","M","BLACK","<18","F","BLACK",NA,NA,"brownsville",21848,43,26185,73.4,2023,6
226266743,2021-03-29,23:13:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.793026087,-73.9421561779999,"east harlem",36311,30.5,63108,74.8,2021,3
242092032,2022-03-14,22:45:00,"BROOKLYN",79,"25-44","M","BLACK HISPANIC","25-44","M","BLACK",40.681992,-73.948221,"bedford stuyvesant",39997,26.9,100056,85.4,2022,3
202457203,2019-09-14,00:09:00,"MANHATTAN",34,"25-44","M","BLACK","18-24","M","WHITE HISPANIC",40.8520462010001,-73.931746711,"washington heights",67762,26.1,43552,70.3,2019,9
178393484,2018-04-19,19:11:00,"BROOKLYN",79,"18-24","M","BLACK","25-44","M","BLACK",40.679742713,-73.9513967199999,"bedford stuyvesant",42455,32.8,74790,80.7,2018,4
230418795,2021-07-02,19:34:00,"BRONX",41,"25-44","M","BLACK","18-24","F","BLACK",40.820505836,-73.894914192,"longwood",10525,38.8,11087,64.8,2021,7
239237446,2022-01-16,09:05:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.643321,-74.010383,"sunset park",30082,25.8,48264,55,2022,1
217314670,2020-09-01,22:20:00,"BROOKLYN",88,"25-44","M","BLACK","25-44","M","BLACK",40.696265533,-73.973958906,"fort greene",6637,24.5,16596,81.9,2020,9
185671671,2018-07-26,18:34:00,"BROOKLYN",83,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",40.6959783340001,-73.913361632,"bushwick",15164,25.6,61859,69.3,2018,7
193779318,2019-02-19,22:27:00,"BROOKLYN",81,"25-44","M","BLACK","45-64","M","BLACK",40.6771819190001,-73.92476773,"bedford stuyvesant",42455,32.8,81511,83.6,2019,2
187535838,2018-09-12,13:27:00,"BROOKLYN",77,"18-24","M","BLACK","18-24","M","WHITE HISPANIC",40.6762028950001,-73.9595967719999,"crown heights",19449,17.6,60130,87.1,2018,9
217540562,2020-09-07,02:49:00,"BROOKLYN",71,"<18","M","BLACK","45-64","F","BLACK",40.666296501,-73.950837887,"crown heights",16062,16.9,67371,85.2,2020,9
246530276,2022-06-12,22:55:00,"MANHATTAN",25,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",40.79763944,-73.93126854,"east harlem",16639,29,55900,72.6,2022,6
273126315,2023-08-18,23:12:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",40.798965,-73.942427,"east harlem",36518,33.3,34278,78.3,2023,8
245824483,2022-05-29,10:41:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.66729,-73.909161,"brownsville",40115,34.8,23392,72.8,2022,5
233790858,2021-09-19,11:45:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.667789106,-73.905871605,"brownsville",43833,36.7,52797,72.4,2021,9
247678274,2022-07-07,00:20:00,"BROOKLYN",73,"18-24","M","WHITE HISPANIC","<18","M","BLACK",40.664861,-73.90419,"brownsville",42737,36.9,23392,72.8,2022,7
171254026,2017-11-04,00:25:00,"MANHATTAN",25,"18-24","M","BLACK","18-24","M","BLACK",40.7974682440001,-73.932868581,"east harlem",39280,33.2,57115,73.7,2017,11
233790858,2021-09-19,11:45:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.667789106,-73.905871605,"brownsville",43761,36,59961,76.8,2021,9
233179436,2021-09-06,03:52:00,"QUEENS",102,"18-24","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK",40.6958675320001,-73.8200576949999,"richmond hill",9317,14.4,29710,73.4,2021,9
211578688,2020-03-28,21:43:00,"BROOKLYN",79,"18-24","M","BLACK","45-64","M","BLACK",40.6868475730001,-73.9582061689999,"bedford stuyvesant",23143,26,81511,83.6,2020,3
206909436,2020-01-02,16:25:00,"MANHATTAN",25,"18-24","M","BLACK","25-44","M","BLACK",40.8013871050001,-73.932700963,"east harlem",41117,34,54250,70,2020,1
176214207,2018-03-22,14:03:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.6790123540001,-73.919220459,"bedford stuyvesant",44896,31.7,77678,82,2018,3
235423767,2021-10-23,23:54:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","F","BLACK",40.6756457640001,-73.9006546969999,"east new york",8746,30.4,12903,72.2,2021,10
200272477,2019-07-26,03:35:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER",40.675494798,-73.900651317,"east new york",54363,28.6,44247,78.8,2019,7
245824158,2022-05-29,04:41:00,"BROOKLYN",73,"18-24","M","BLACK","25-44","M","BLACK",40.664024,-73.909775,"brownsville",21755,39.7,26816,72.5,2022,5
169602973,2017-09-21,20:11:00,"BROOKLYN",90,"18-24","M","BLACK HISPANIC","25-44","M","BLACK",40.7082808170001,-73.966588469,"williamsburg",17439,51.3,8642,66.8,2017,9
221025255,2020-11-26,11:42:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","M","BLACK",40.7887200850001,-73.9399954209999,"east harlem",37316,32.2,62542,74.3,2020,11
242601447,2022-03-24,15:37:00,"STATEN ISLAND",121,"25-44","M","BLACK","18-24","F","BLACK",40.638095,-74.128978,"port richmond",4343,23.4,35930,82,2022,3
176214207,2018-03-22,14:03:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.6790123540001,-73.919220459,"bedford stuyvesant",20405,22.2,53859,87,2018,3
250280352,2022-08-28,13:30:00,"BROOKLYN",63,"25-44","M","BLACK","25-44","F","BLACK",40.633304,-73.92115,"flatlands",6103,8.7,40809,87.1,2022,8
228798560,2021-05-27,22:50:00,"QUEENS",103,"18-24","M","BLACK","25-44","M","BLACK",40.70059059,-73.8077431999999,"jamaica",11740,23.4,22152,66.2,2021,5
208733991,2020-01-29,20:30:00,"BROOKLYN",75,"25-44","M","WHITE HISPANIC","25-44","F","BLACK",40.674459943,-73.878499226,"east new york",30471,33.3,40005,75.7,2020,1
178565039,2018-04-24,20:38:00,"MANHATTAN",23,"18-24","M","BLACK","<18","M","BLACK",40.7919977870001,-73.949718969,"east harlem",35961,32.9,54060,71.9,2018,4
163401572,2017-04-01,01:29:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.794604184,-73.9487858909999,"east harlem",37153,34.1,63398,73.8,2017,4
237712916,2021-12-11,22:02:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.6596909890001,-73.901384895,"brownsville",41048,36.2,26185,73.4,2021,12
231005015,2021-07-17,01:13:00,"BROOKLYN",83,"25-44","M","BLACK HISPANIC","18-24","M","BLACK",40.691821394,-73.908073407,"bushwick",40260,29.2,33271,77.3,2021,7
162178920,2017-02-22,03:32:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.669566855,-73.8885781769999,"east new york",58202,31.1,40343,75.3,2017,2
214946868,2020-07-05,00:54:00,"MANHATTAN",32,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.8115752350001,-73.942721669,"harlem",9510,18.8,48360,83.4,2020,7
240087931,2022-02-03,17:15:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.78845,-73.939372,"east harlem",20588,32.3,57796,73.5,2022,2
223505103,2021-01-22,22:00:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.656001766,-73.904356504,"brownsville",24213,40.1,47347,72.1,2021,1
232978772,2021-08-31,23:53:00,"MANHATTAN",25,"<18","M","WHITE","18-24","M","BLACK",40.799232486,-73.933056198,"east harlem",34873,29.5,54060,71.9,2021,8
214431173,2020-06-21,10:28:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.669701543,-73.887674494,"east new york",57570,31.7,101089,81,2020,6
